"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Timm8b.2",5.02622122093711e-07,-0.588606644035993,0.271,0.667,0.00715181017527142,7,"Timm8b"
"Itpr1",5.2251882844684e-07,0.263206575419402,0.312,0.086,0.00743492040997008,7,"Itpr1"
"Zfp36l1.5",5.37406827182614e-07,0.632133488415301,0.938,0.79,0.00764676174398141,7,"Zfp36l1"
"Cblc.4",5.37782579241337e-07,-0.634598813018444,0,0.36,0.00765210832002499,7,"Cblc"
"Stat2",5.41945473201806e-07,0.376387394628792,0.292,0.08,0.00771134213818849,7,"Stat2"
"Smagp.4",5.45335175029174e-07,-0.660325659188781,0.021,0.385,0.00775957420549011,7,"Smagp"
"Dpp4.1",5.49215957369722e-07,0.686144379465082,0.312,0.093,0.00781479385741377,7,"Dpp4"
"Kank1",5.50738902015969e-07,0.495127837091423,0.292,0.082,0.00783646383678523,7,"Kank1"
"Eno1.3",5.89007098351513e-07,-0.695185925976485,0.354,0.721,0.00838098200244368,7,"Eno1"
"Ndst1",5.98829936165629e-07,0.310703265953996,0.312,0.089,0.00852075116170073,7,"Ndst1"
"Psd3",6.03094808685878e-07,0.370204047464747,0.375,0.122,0.00858143603279136,7,"Psd3"
"Ttc3.3",6.07659837645451e-07,0.586957302805013,0.667,0.342,0.00864639182985712,7,"Ttc3"
"Rpl17.6",6.13514199286799e-07,-0.66464768977188,1,0.999,0.00872969354165186,7,"Rpl17"
"Spats2",6.38116048571008e-07,0.316951775782193,0.333,0.1,0.00907975325511687,7,"Spats2"
"Abhd8",6.5296857213807e-07,0.282944894062924,0.271,0.069,0.00929108981295259,7,"Abhd8"
"Hmgn3",6.71193349617696e-07,0.254358673500876,0.333,0.097,0.0095504101717102,7,"Hmgn3"
"Acvr2a",6.74076161943042e-07,0.256673003318836,0.271,0.069,0.00959142970828754,7,"Acvr2a"
"Rnasel.1",6.7507772471437e-07,0.354785140143581,0.333,0.099,0.00960568094496077,7,"Rnasel"
"Gstt1.5",6.78355563031357e-07,0.586685121870164,0.604,0.279,0.00965232130637318,7,"Gstt1"
"Polr2d",6.80583551306357e-07,0.415726300934749,0.5,0.198,0.00968402335153815,7,"Polr2d"
"Klf4.3",6.82550258023857e-07,0.983975216666858,0.521,0.235,0.00971200762142146,7,"Klf4"
"Mtmr9",6.84484482268073e-07,0.269418404352665,0.312,0.088,0.00973952969819241,7,"Mtmr9"
"Zadh2",6.98662634859817e-07,0.439151545293213,0.333,0.106,0.00994127063142034,7,"Zadh2"
"1600012H06Rik",7.06646640959395e-07,0.38789052977587,0.396,0.14,0.0100548750542112,7,"1600012H06Rik"
"Tspan3.3",7.19829299648861e-07,0.589362233495451,0.688,0.346,0.0102424511047036,7,"Tspan3"
"Lrrc8a",7.20784981256423e-07,0.514861547295819,0.5,0.2,0.0102560494982976,7,"Lrrc8a"
"Tnfrsf12a.2",7.3539323713748e-07,-0.926285835159863,0.229,0.591,0.0104639103712292,7,"Tnfrsf12a"
"Pias1",7.64212512816327e-07,0.312527452681874,0.396,0.132,0.0108739798448635,7,"Pias1"
"Hk1.1",7.66292208732562e-07,0.291853884417125,0.417,0.142,0.0109035718380556,7,"Hk1"
"Tor1aip1.2",7.80855386628663e-07,0.540881432257039,0.521,0.226,0.0111107912963393,7,"Tor1aip1"
"Osbpl5",7.87441232855416e-07,0.355882768377898,0.292,0.084,0.0112045013022997,7,"Osbpl5"
"Eif6.3",8.12950723005032e-07,-0.701039014738673,0.333,0.747,0.0115674758376386,7,"Eif6"
"Afdn.3",8.38952136311981e-07,-0.710657334738925,0.167,0.52,0.0119374499475832,7,"Afdn"
"Anapc1",8.4305690589256e-07,0.395060987315424,0.438,0.166,0.0119958567139452,7,"Anapc1"
"Clps.4",8.56493337021616e-07,-4.80905315692174,0.312,0.648,0.0121870436924806,7,"Clps"
"Smurf2",9.22931761231112e-07,0.365191407994964,0.438,0.162,0.0131323960305575,7,"Smurf2"
"Mal2.3",9.41357533910754e-07,-0.755779904019893,0,0.351,0.0133945763500161,7,"Mal2"
"Bag1.5",9.72362606204765e-07,-0.73403098436543,0.688,0.87,0.0138357475236876,7,"Bag1"
"Gabrp.3",9.9437017381579e-07,-1.1205008101027,0,0.351,0.0141488932032249,7,"Gabrp"
"Zmynd11.5",9.95097940804458e-07,0.389662625344427,0.667,0.304,0.0141592485997066,7,"Zmynd11"
"Flot2.1",1.00024085082691e-06,0.443551561547363,0.438,0.169,0.014232427066416,7,"Flot2"
"Parva.2",1.03848553082819e-06,0.525020777347748,0.604,0.308,0.0147766106181543,7,"Parva"
"Herpud2",1.11792063045054e-06,0.363554182452123,0.396,0.138,0.0159068926506807,7,"Herpud2"
"Ikbke",1.15581574769193e-06,0.306416178620016,0.354,0.113,0.0164461022739084,7,"Ikbke"
"Fau.5",1.18600022427382e-06,-0.524560983761097,1,0.998,0.0168755971911922,7,"Fau"
"Cdk8",1.18667259117113e-06,0.3422376136932,0.375,0.126,0.0168851642997741,7,"Cdk8"
"Cmtm6",1.19088972261022e-06,0.411424502342073,0.479,0.196,0.0169451698630208,7,"Cmtm6"
"Pdia4.1",1.21126428324382e-06,0.617531288019746,0.812,0.638,0.0172350794862763,7,"Pdia4"
"Ilk.2",1.22271479040058e-06,0.361273877417388,0.625,0.273,0.0173980087526099,7,"Ilk"
"Tbc1d9b",1.25073773337646e-06,0.413456361532655,0.375,0.132,0.0177967472082136,7,"Tbc1d9b"
"Trim35.3",1.25506873729763e-06,0.42409919888119,0.521,0.222,0.017858373063008,7,"Trim35"
"Rpl32.4",1.3101916236213e-06,-0.616580927430086,1,0.998,0.0186427166125074,7,"Rpl32"
"Csad",1.33163189773434e-06,0.409001303826033,0.375,0.129,0.0189477902728619,7,"Csad"
"Golt1b",1.33322077086335e-06,0.461473469544625,0.458,0.183,0.0189703983486146,7,"Golt1b"
"Plxna1",1.33657005045646e-06,0.400951171112564,0.354,0.117,0.019018055247945,7,"Plxna1"
"Anxa3.4",1.35587510294629e-06,-0.532563209235605,0.438,0.833,0.0192927468398227,7,"Anxa3"
"Cdkn1a.5",1.38330768800287e-06,-1.00343908396677,0.083,0.456,0.0196830850925929,7,"Cdkn1a"
"Myo1c.2",1.39948675031789e-06,0.41396931977482,0.562,0.246,0.0199132969702733,7,"Myo1c"
"Eri3.1",1.42294590810247e-06,0.497325066270299,0.521,0.228,0.0202470973263901,7,"Eri3"
"Mgst3.4",1.42575120428378e-06,-0.948454969076141,0.292,0.65,0.0202870138857539,7,"Mgst3"
"Fbxo11",1.44799068681282e-06,0.329826554854872,0.458,0.177,0.0206034594826597,7,"Fbxo11"
"Pip4k2b",1.46965715833941e-06,0.258266261394503,0.271,0.073,0.0209117517060114,7,"Pip4k2b"
"Chid1",1.51210295698978e-06,0.297115360128024,0.375,0.126,0.0215157129750075,7,"Chid1"
"Smim6.5",1.53583740387619e-06,-0.809812246856928,0,0.341,0.0218534304197543,7,"Smim6"
"Fosl2.1",1.54254979861611e-06,0.441538903500695,0.479,0.189,0.0219489410845087,7,"Fosl2"
"mt-Atp8.3",1.56026311591121e-06,-0.771148201564085,0.396,0.715,0.0222009838763006,7,"mt-Atp8"
"Cox6b1.4",1.56524304184344e-06,-0.621476704881242,0.917,0.955,0.0222718432423904,7,"Cox6b1"
"Pcbp2.2",1.56604534279347e-06,0.448958942816,0.958,0.851,0.0222832591826082,7,"Pcbp2"
"Acat1.3",1.57026445976009e-06,0.51050778321352,0.562,0.267,0.0223432929979263,7,"Acat1"
"Tcp11l2",1.60938103855827e-06,0.369472939639396,0.375,0.13,0.0228998827976457,7,"Tcp11l2"
"Sec13.1",1.62705806574067e-06,0.478749369136926,0.542,0.253,0.0231514092174239,7,"Sec13"
"Cdc26.2",1.64819960461282e-06,0.471172460445635,0.688,0.352,0.0234522321740358,7,"Cdc26"
"Cpt1a",1.67705108180856e-06,0.425404214837103,0.458,0.183,0.0238627598430541,7,"Cpt1a"
"Heatr3",1.73797693596849e-06,0.267073501420042,0.292,0.084,0.0247296738218956,7,"Heatr3"
"Socs3.2",1.76479021775914e-06,0.381268805250865,0.562,0.234,0.0251112000084948,7,"Socs3"
"Ago2",1.81760761914659e-06,0.406112876228343,0.479,0.193,0.0258627388128368,7,"Ago2"
"Prkd3.1",1.83981663480932e-06,0.340348444884331,0.479,0.184,0.0261787508967018,7,"Prkd3"
"Armcx3",1.84713573931327e-06,0.356072193728748,0.458,0.178,0.0262828944346886,7,"Armcx3"
"Prrc2b.4",1.87844404367663e-06,0.545512880988685,0.646,0.325,0.0267283802974748,7,"Prrc2b"
"Ppdpf.2",1.94571971923697e-06,-0.561216755361697,0.354,0.728,0.0276856458850228,7,"Ppdpf"
"H2afj.5",1.97330646926663e-06,-0.702531686955013,0.833,0.924,0.0280781777511948,7,"H2afj"
"Rbm47.3",2.00448204681173e-06,-0.641810865259151,0.042,0.384,0.0285217750440841,7,"Rbm47"
"Tcf7l1",2.10788115660264e-06,0.287740560664573,0.25,0.066,0.029993040977299,7,"Tcf7l1"
"Tmem123",2.12012338769326e-06,0.356822146611091,0.5,0.202,0.0301672356834874,7,"Tmem123"
"Cib1.4",2.12553635816504e-06,-0.629043569185273,0.271,0.6,0.0302442568403303,7,"Cib1"
"Tmem9",2.13499596524855e-06,0.379776131704737,0.5,0.208,0.0303788575895217,7,"Tmem9"
"Wipi1.1",2.18788608007528e-06,0.408212014871958,0.396,0.149,0.0311314310333912,7,"Wipi1"
"Pxk.1",2.25488719548596e-06,0.380579015593502,0.479,0.198,0.0320847899045697,7,"Pxk"
"Rpl12.3",2.26776101608236e-06,-0.713282075511705,1,0.988,0.032267971497836,7,"Rpl12"
"Rpl18a.4",2.29155870984082e-06,-0.532178092913633,1,0.999,0.0326065888823251,7,"Rpl18a"
"Extl3",2.2969463029102e-06,0.364862672902052,0.333,0.107,0.0326832489441092,7,"Extl3"
"Mal.5",2.36735606132422e-06,-0.801510765190039,0.021,0.357,0.0336851093965823,7,"Mal"
"Iqsec1",2.37048240480502e-06,0.277847026423245,0.312,0.094,0.0337295941379706,7,"Iqsec1"
"Tes.3",2.49184203603677e-06,-0.708058143690968,0.042,0.379,0.0354564203307672,7,"Tes"
"Bax.4",2.49334748350348e-06,-0.675055966942109,0.438,0.763,0.035477841342771,7,"Bax"
"Mycbp2.2",2.53752842758355e-06,0.510323965281069,0.667,0.347,0.0361064919960864,7,"Mycbp2"
"Ssr3.1",2.56696644035759e-06,0.586909963301444,0.792,0.6,0.0365253654798481,7,"Ssr3"
"Rnase1.6",2.60119188915672e-06,-3.95116595335189,0.083,0.426,0.0370123593908109,7,"Rnase1"
"Jade1.2",2.68021731166388e-06,0.321203395617627,0.479,0.187,0.0381368121276653,7,"Jade1"
"Derl1.3",2.70126934570754e-06,0.476531020846982,0.646,0.308,0.0384363615200726,7,"Derl1"
"Fabp5.4",2.7161700245481e-06,-1.13098913368728,0.042,0.384,0.0386483832792949,7,"Fabp5"
"Txnip.4",2.77453372398228e-06,0.689423731696465,0.917,0.761,0.0394788403585439,7,"Txnip"
"Rab5c.1",2.83216755516373e-06,0.466113663855067,0.604,0.311,0.0402989121424247,7,"Rab5c"
"Slc39a4.3",3.28522499881863e-06,-0.716129185948984,0.021,0.358,0.0467454665081903,7,"Slc39a4"
"Rit1",3.29201359103497e-06,0.39756058191179,0.417,0.159,0.0468420613868366,7,"Rit1"
"Cad",3.38294231640024e-06,0.255081502836548,0.271,0.076,0.048135886220059,7,"Cad"
"Rps14.3",3.39942377509959e-06,-0.598592268059949,1,0.998,0.048370400895892,7,"Rps14"
"Hif1a.3",3.40977259740718e-06,0.531662902227661,0.562,0.288,0.0485176542885067,7,"Hif1a"
"Psmb8.6",3.45287453555142e-06,0.414704326179895,0.562,0.243,0.0491309517663612,7,"Psmb8"
